livres,miss,comte,duc,oncle,tu,prince,roi,capitaine,abbé,lady,docteur,comtesse,princesse,ça,chevalier,nefs,sir,marquis,roubles,château,empereur,madame,monsieur,major,blaireau,écria,juif,tante,épée,malgaches,baron,sire,curé,matador,mademoiselle,colonel,lord,corinthien,très,prieur,vous,siam,argiens,fus,fritz,templier,assemblée,milles,évêque,mère,armée,londres,pocket,couvent,anglais,reine,officiers,navire,déroute,hobby,régiment,gouverneur,troupes,majesté,nègres,angleterre,maire,russe,dine,frère,ministre,colonelle,président,avais,moine,professeur,mari,sergent,soldats,lieutenant,serge,prêtre,général,francs,thé,napoléon,connétable,cavaliers,milord,monseigneur,paris,vaisseau,maman,chapitre,père,fis,nation,bourgogne,avait,as,dollars,guerre,airain,cheval,peuple,chaloupe,rosalie,saint,duchesse,sud,berlin,fille,messire,camp,écossais,dieux,indiens,toi,officier,reprit,inspecteur,équipage,maison,voiture,rue,ambassadeur,avocat,ingénieur,esclaves,village,français,rivage,cousine,papa,vieillard,messieurs,mit,gentilhomme,cousin,regarda,charlot,cour,boum,bretons,expérimentale,vidame,rivière,détective,bute,salon
le_roi_s_amuse - hugo,0.0,0.00022818026240730178,0.00025670279520821447,0.0,0.0017113519680547634,8.556759840273816e-05,0.010125499144324016,8.556759840273816e-05,0.0,0.0,0.0,2.8522532800912723e-05,0.0,2.8522532800912723e-05,5.7045065601825445e-05,0.0,0.0,0.0,0.0,2.8522532800912723e-05,0.00022818026240730178,0.000713063320022818,0.009440958357102111,0.0,0.0,0.0,0.0,0.0,0.00042783799201369084,0.0,2.8522532800912723e-05,0.0006845407872219053,2.8522532800912723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008556759840273816,0.0,0.0,2.8522532800912723e-05,0.0,0.0,2.8522532800912723e-05,0.0,0.0,0.00022818026240730178,8.556759840273816e-05,0.0,0.0,0.0,2.8522532800912723e-05,0.00025670279520821447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017113519680547631,0.0,0.0,0.0,0.0,0.0,0.00034227039361095263,0.001340559041642898,0.0,0.00037079292641186535,0.0002852253280091272,0.0,0.0,0.00017113519680547631,0.0,0.00011409013120365089,0.0,0.0,0.0,0.0001426126640045636,2.8522532800912723e-05,0.0,0.00022818026240730178,8.556759840273816e-05,0.0,0.0,0.00017113519680547631,0.0003137478608100399,0.0,0.0,0.0,0.001968054763262978,0.0,5.7045065601825445e-05,0.0,0.0011123787792355962,0.00025670279520821447,0.0,0.00011409013120365089,0.0,0.0001426126640045636,0.00025670279520821447,0.0,0.0,5.7045065601825445e-05,0.0,0.0,0.0,0.0022818026240730175,0.0,0.0,0.0,0.0,0.0,0.0007701083856246435,2.8522532800912723e-05,0.0,0.0,0.0,0.0010553337136337707,2.8522532800912723e-05,0.0003137478608100399,0.0,0.0002852253280091272,0.0,0.0,0.0,0.0001426126640045636,0.0,0.0,0.0,0.00034227039361095263,0.0019965772960638907,0.0,0.00042783799201369084,0.0,0.0,0.0,0.0005704506560182544,0.0,0.0,0.0,0.0,2.8522532800912723e-05,0.0,0.0,0.0
bachelier_2 - valles,3.228931223764934e-05,1.0763104079216445e-05,0.0,0.0001399203530298138,0.001980411150575826,0.0,7.534172855451512e-05,1.0763104079216445e-05,0.0,0.0,4.305241631686578e-05,0.0,0.0,0.001399203530298138,0.0,0.0,0.0,2.152620815843289e-05,0.0,2.152620815843289e-05,3.228931223764934e-05,0.0001829727693466796,0.0010332579916047789,0.0,0.0,0.0,4.305241631686578e-05,0.0,0.00010763104079216446,0.0,0.0,0.0,1.0763104079216445e-05,0.0,6.457862447529868e-05,1.0763104079216445e-05,1.0763104079216445e-05,0.0,0.0006780755569906361,0.0,0.0068130448821440105,0.0,0.0,0.0,0.0,0.0,4.305241631686578e-05,0.0,0.0,0.0011624152405553762,3.228931223764934e-05,0.0,0.0,0.0,8.610483263373156e-05,0.0,1.0763104079216445e-05,2.152620815843289e-05,3.228931223764934e-05,0.0,2.152620815843289e-05,0.0,0.0,0.0,0.0,0.0,1.0763104079216445e-05,5.381552039608223e-05,0.0,0.0003121300182972769,0.0,0.0,5.381552039608223e-05,0.0015498869874071683,0.0,0.00043052416316865784,0.00010763104079216446,5.381552039608223e-05,8.610483263373156e-05,1.0763104079216445e-05,0.0,3.228931223764934e-05,3.228931223764934e-05,0.0015391238833279517,0.0,0.00010763104079216446,0.0,0.0,0.0,0.0,0.0008287590140996663,1.0763104079216445e-05,3.228931223764934e-05,1.0763104079216445e-05,0.0016252287159616834,2.152620815843289e-05,1.0763104079216445e-05,3.228931223764934e-05,0.0022387256484770208,0.0003336562264557098,0.0,3.228931223764934e-05,0.0,0.00020449897750511248,0.00019373587342589604,0.0,0.0,2.152620815843289e-05,0.0,0.0,0.0,0.00032289312237649337,0.0,1.0763104079216445e-05,0.0,0.0,0.0,0.00029060381013884404,7.534172855451512e-05,0.0,0.0,0.0,0.000796469701862017,0.00012915724895059736,0.001108599720159294,0.0,2.152620815843289e-05,0.0,0.0,8.610483263373156e-05,4.305241631686578e-05,1.0763104079216445e-05,1.0763104079216445e-05,4.305241631686578e-05,6.457862447529868e-05,5.381552039608223e-05,0.0,7.534172855451512e-05,1.0763104079216445e-05,0.0,0.0,0.00029060381013884404,0.0,0.0,0.0,0.0,3.228931223764934e-05,0.0,0.0,7.534172855451512e-05
enfant_1 - valles,0.0,0.0,0.0,0.0006528167121078299,0.0036480933911908144,0.0,6.400163844194411e-05,0.00012800327688388823,3.840098306516647e-05,0.0,1.2800327688388823e-05,0.0,0.0,0.0017664452209976576,0.0,0.0,0.0,0.0,0.0,3.840098306516647e-05,1.2800327688388823e-05,0.000793620316680107,0.00046081179678199763,0.0,0.0,0.0,0.0,0.00030720786452133173,8.960229381872175e-05,0.0,0.0,0.0,0.00010240262150711059,0.0,0.0002688068814561653,0.0,0.0,0.0,0.00034560884758649824,0.0,0.0027904714360687632,0.0,0.0,0.00011520294919549941,0.0,0.0,0.0,0.0,0.0,0.005926551719724025,0.0,1.2800327688388823e-05,0.0,3.840098306516647e-05,2.5600655376777647e-05,2.5600655376777647e-05,5.1201310753555294e-05,0.00011520294919549941,0.0,0.0,0.0,0.0,0.0,0.0,1.2800327688388823e-05,0.0,2.5600655376777647e-05,0.0,0.0,7.680196613033293e-05,0.0,0.0,1.2800327688388823e-05,0.0014720376841647147,0.0,0.0008576219551220511,0.00020480524301422117,7.680196613033293e-05,0.0,3.840098306516647e-05,0.0,6.400163844194411e-05,6.400163844194411e-05,0.00042241081371683113,0.0,1.2800327688388823e-05,0.0,0.0,0.0,1.2800327688388823e-05,0.0005632144182891082,0.0,0.0001664042599490547,1.2800327688388823e-05,0.004172906826414757,6.400163844194411e-05,2.5600655376777647e-05,1.2800327688388823e-05,0.003468888803553371,0.0005632144182891082,0.0,1.2800327688388823e-05,0.0,0.00024320622607938762,8.960229381872175e-05,0.0,3.840098306516647e-05,2.5600655376777647e-05,0.0,0.0,0.0,0.00020480524301422117,0.0,0.0,0.0,6.400163844194411e-05,0.0,0.00046081179678199763,2.5600655376777647e-05,1.2800327688388823e-05,8.960229381872175e-05,1.2800327688388823e-05,0.0011136285088898276,0.00019200491532583234,0.0005632144182891082,1.2800327688388823e-05,0.0,0.0,0.0,0.00010240262150711059,7.680196613033293e-05,0.0,0.00020480524301422117,0.00012800327688388823,3.840098306516647e-05,0.00011520294919549941,8.960229381872175e-05,0.0,3.840098306516647e-05,0.0,0.0,0.0002816072091445541,6.400163844194411e-05,0.0,0.0,0.0,0.0001664042599490547,0.0,0.0,6.400163844194411e-05
le_proces - kafka,0.0,0.0,0.0,0.0012133072407045009,0.0019047619047619048,0.0,0.0,0.00015655577299412916,0.000665362035225049,0.0,3.913894324853229e-05,0.0,0.0,0.00023483365949119374,2.609262883235486e-05,1.304631441617743e-05,0.0,0.0,0.0,0.0,0.0,2.609262883235486e-05,0.0009784735812133072,0.0,0.0,0.00036529680365296805,0.0,3.913894324853229e-05,1.304631441617743e-05,0.0,0.0,0.0,0.0,0.0,0.00011741682974559687,0.0,0.0,0.0,0.0019047619047619048,0.0,0.010032615786040443,0.0,0.0,0.0,0.0,0.0,9.132420091324201e-05,0.0,0.0,0.00011741682974559687,1.304631441617743e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304631441617743e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304631441617743e-05,0.00043052837573385517,0.0,0.0,0.0001304631441617743,1.304631441617743e-05,0.0,0.0,0.0,0.00010437051532941944,0.0003522504892367906,0.0,2.609262883235486e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304631441617743e-05,7.827788649706458e-05,0.0,0.0,0.0,0.007410306588388781,0.0003522504892367906,0.0,0.0,0.0,2.609262883235486e-05,0.0,0.0,0.0,1.304631441617743e-05,0.0,1.304631441617743e-05,0.0,0.0006523157208088715,0.0,0.0,0.0,0.0,0.0,0.0002609262883235486,1.304631441617743e-05,7.827788649706458e-05,7.827788649706458e-05,1.304631441617743e-05,0.00045662100456621003,0.0001304631441617743,0.00024787997390737115,0.0,0.0022961513372472277,0.0,0.0,1.304631441617743e-05,2.609262883235486e-05,0.0,0.0,1.304631441617743e-05,5.218525766470972e-05,0.0009001956947162427,0.00045662100456621003,0.0,6.523157208088715e-05,0.0005609915198956295,0.0,0.00014350945857795173,0.0,0.0,0.0,0.0,1.304631441617743e-05,0.0,0.0,6.523157208088715e-05
eleve_gilles - lafon,0.0,0.0,0.0,0.00011162583021711224,0.00011162583021711224,0.0,0.00011162583021711224,0.0,0.0,0.0,0.0,0.0,0.0,0.00011162583021711224,0.0,2.790645755427806e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033208684489590893,2.790645755427806e-05,0.0,0.0,2.790645755427806e-05,2.790645755427806e-05,0.0,2.790645755427806e-05,0.0,0.0,0.0,0.0004185968633141709,0.0,0.0002790645755427806,0.0,0.0,0.00044650332086844895,0.0,0.0,0.0,0.0,0.0,0.0030418038734163085,2.790645755427806e-05,0.0,0.0,0.0,0.0,2.790645755427806e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025115811798850256,0.0,0.0,0.0,0.0015069487079310152,0.0,0.0001395322877713903,5.581291510855612e-05,0.0,0.0,0.0,2.790645755427806e-05,8.371937266283417e-05,0.0001953452028799464,2.790645755427806e-05,0.0,0.0,2.790645755427806e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014790422503767372,0.00025115811798850256,0.0,0.0,0.00387899760004465,2.790645755427806e-05,0.0,2.790645755427806e-05,0.0,0.0,2.790645755427806e-05,0.0,0.0,8.371937266283417e-05,0.0,0.0,0.0,0.0001395322877713903,0.0,5.581291510855612e-05,0.0,0.0,0.0,8.371937266283417e-05,0.0,0.00011162583021711224,0.0,0.0,0.0006139420661941173,0.00025115811798850256,0.00016743874532566835,0.0,0.0,0.0,2.790645755427806e-05,0.00011162583021711224,5.581291510855612e-05,0.0,0.00011162583021711224,0.0,0.0,0.0,0.0004185968633141709,0.0,0.0,8.371937266283417e-05,0.0015348551654852933,0.0015348551654852933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030697103309705863
sa_vie_son_oeuvre - poe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012832028743744385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000898242012062107,0.0,0.0,0.0,0.0,0.0,0.0,0.00012832028743744385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002566405748748877,0.0,0.0020531245989991015,0.0,0.0,0.00012832028743744385,0.0,0.0,0.0,0.0,0.0,0.00038496086231233157,0.0,0.00012832028743744385,0.0,0.0,0.00012832028743744385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002566405748748877,0.0,0.00012832028743744385,0.0,0.0,0.00012832028743744385,0.0,0.00012832028743744385,0.0,0.0,0.0,0.0002566405748748877,0.0,0.0,0.0,0.0,0.0,0.0002566405748748877,0.00012832028743744385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002566405748748877,0.0,0.0,0.0,0.005517772359810086,0.0,0.00012832028743744385,0.00038496086231233157,0.00012832028743744385,0.0,0.00012832028743744385,0.0,0.0,0.0002566405748748877,0.0,0.0002566405748748877,0.0,0.0005132811497497754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002566405748748877,0.0,0.00012832028743744385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012832028743744385,0.0,0.0,0.0,0.0,0.00012832028743744385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contes_nouvelles_1 - tolstoi,0.0,0.0,0.0,0.0,0.002157046933166336,3.479107956719897e-05,0.0001391643182687959,0.0,3.479107956719897e-05,0.0,3.479107956719897e-05,3.479107956719897e-05,3.479107956719897e-05,0.0003827018752391887,0.0,0.0,0.0,0.0,0.001287269943986362,0.0,0.0003827018752391887,0.0001391643182687959,0.0004870751139407856,0.0,0.0,0.00020874647740319382,3.479107956719897e-05,3.479107956719897e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.958215913439795e-05,0.0,0.0019483004557631423,0.0,0.004662004662004662,0.0,0.0,3.479107956719897e-05,0.0,0.0,3.479107956719897e-05,0.0,0.0,0.0003479107956719897,3.479107956719897e-05,0.0,0.0,0.0002435375569703928,0.0005914483526423825,0.0,0.0,0.0,0.0,0.0,3.479107956719897e-05,0.00010437323870159691,0.0,0.00010437323870159691,0.0,0.0,0.0,0.0,0.0,0.0003827018752391887,0.0004522840343735866,0.0,6.958215913439795e-05,0.00041749295480638765,0.0001391643182687959,6.958215913439795e-05,0.0004522840343735866,0.0,0.0001391643182687959,0.0,0.0,6.958215913439795e-05,0.0002435375569703928,0.0,0.00020874647740319382,3.479107956719897e-05,0.0,0.0,0.0,0.0,3.479107956719897e-05,0.0,0.0,0.0,0.0016351807396583517,3.479107956719897e-05,0.0,0.0,0.009950248756218905,0.0006610305117767804,0.0,6.958215913439795e-05,0.0,0.0002783286365375918,0.0006262394322095815,0.0,0.0,0.00017395539783599486,0.0,0.0,0.0,0.0005566572730751836,0.0,0.0,0.0,6.958215913439795e-05,0.0,0.0006262394322095815,0.00041749295480638765,6.958215913439795e-05,0.00010437323870159691,0.0,0.001182896705284765,0.0,0.0003827018752391887,3.479107956719897e-05,6.958215913439795e-05,3.479107956719897e-05,0.0,0.0008001948300455763,0.00017395539783599486,0.0,0.0,0.0,0.0006262394322095815,0.00041749295480638765,0.0018787182966287445,3.479107956719897e-05,0.0,0.00017395539783599486,0.0,0.00031311971610479075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banville_le_chat - de,0.0,0.0,0.0,0.0,0.0,0.0,0.0008693132425383947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005795421616922632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002897710808461316,0.0,0.0,0.0,0.0002897710808461316,0.0,0.0008693132425383947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008693132425383947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002897710808461316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005795421616922632,0.0,0.0,0.0,0.0008693132425383947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008693132425383947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008693132425383947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002897710808461316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mauprat - sand,0.0,2.8535555301906177e-05,0.0,0.0006182703648746338,0.0009702088802648099,1.9023703534604117e-05,0.00015218962827683293,3.804740706920823e-05,0.001930905908762318,0.0,9.511851767302058e-06,0.0,1.9023703534604117e-05,3.804740706920823e-05,0.0008941140661263935,0.0,9.511851767302058e-06,0.0,0.0,0.0003424266636228741,0.0,9.511851767302058e-06,0.0005707111060381235,0.0,0.00030437925655366587,0.00021877259064794735,0.0,2.8535555301906177e-05,0.00015218962827683293,0.0,0.0,0.0,0.0003614503671574782,0.0,0.0001807251835787391,0.0,0.0,0.0,0.0006372940684092379,0.00025681999771715557,0.01238443100102728,0.0,0.0,0.00047559258836510294,0.0,0.0,4.755925883651029e-05,0.0,2.8535555301906177e-05,0.00025681999771715557,8.560666590571853e-05,0.0,0.0,0.00017121333181143705,0.0,0.0,0.0,0.0,0.0,0.0,9.511851767302058e-06,1.9023703534604117e-05,9.511851767302058e-06,1.9023703534604117e-05,0.0,9.511851767302058e-06,0.0,0.0,0.0,0.00033291481185557205,0.0,0.0,0.00014267777650953087,0.0020355362782026403,0.0002282844424152494,0.0,9.511851767302059e-05,0.0002092607388806453,0.0,0.0001331659247422288,0.0,7.609481413841647e-05,0.00012365407297492675,9.511851767302058e-06,0.0,0.0,0.0,3.804740706920823e-05,0.0,1.9023703534604117e-05,0.000161701480044135,1.9023703534604117e-05,0.0,9.511851767302058e-06,0.0012460525815165696,0.0002092607388806453,3.804740706920823e-05,0.0,0.005535897728569798,0.00017121333181143705,0.0,0.0001807251835787391,2.8535555301906177e-05,0.0005802229578054256,0.00015218962827683293,0.0,0.0,0.00015218962827683293,0.0,9.511851767302058e-06,0.0,0.0005707111060381235,0.0,1.9023703534604117e-05,0.0,1.9023703534604117e-05,0.0,0.0002282844424152494,1.9023703534604117e-05,0.00028535555301906175,0.0,0.0,0.00030437925655366587,6.65829623711144e-05,0.0,0.0,0.00014267777650953087,0.0,1.9023703534604117e-05,0.00015218962827683293,5.707111060381235e-05,1.9023703534604117e-05,0.00042803332952859265,0.0,0.00017121333181143705,0.0001141422212076247,0.00019974888711334323,0.00012365407297492675,0.00014267777650953087,0.00012365407297492675,0.0,0.00042803332952859265,0.0,0.0,0.0,0.0,4.755925883651029e-05,0.0,0.0,0.0001807251835787391
varende_l_homme_aux_gants_de_toile - la,0.0,2.108770375993758e-05,0.0018346302271145694,0.00035849096391893885,0.0020771388203538518,4.217540751987516e-05,0.0001897893338394382,1.054385187996879e-05,0.000548280297758377,0.0,1.054385187996879e-05,5.271925939984395e-05,0.0,0.0004322979270787204,1.054385187996879e-05,0.0,0.0,1.054385187996879e-05,0.0,0.0002741401488791885,3.163155563990637e-05,7.380696315978154e-05,0.0010227536323569727,0.0,0.0,0.0,0.0,0.0,2.108770375993758e-05,0.0,0.0,0.0,3.163155563990637e-05,0.0,2.108770375993758e-05,0.0,2.108770375993758e-05,1.054385187996879e-05,0.0009384028173172223,0.0,0.005377364458784083,0.0,0.0,2.108770375993758e-05,0.0,0.0,1.054385187996879e-05,0.0,0.0,0.0007907888909976593,1.054385187996879e-05,0.0,0.0,5.271925939984395e-05,2.108770375993758e-05,1.054385187996879e-05,3.163155563990637e-05,6.326311127981274e-05,0.0,0.0,3.163155563990637e-05,0.0,5.271925939984395e-05,5.271925939984395e-05,1.054385187996879e-05,0.00011598237067965669,0.0,1.054385187996879e-05,0.0,7.380696315978154e-05,0.0,0.0,0.0,0.00012652622255962547,0.0,0.0,6.326311127981274e-05,1.054385187996879e-05,0.00020033318571940702,0.0,1.054385187996879e-05,0.00040066637143881405,9.48946669197191e-05,5.271925939984395e-05,0.0,6.326311127981274e-05,2.108770375993758e-05,0.00011598237067965669,0.0,1.054385187996879e-05,0.00017924548195946943,2.108770375993758e-05,0.00020033318571940702,2.108770375993758e-05,0.0003795786676788764,1.054385187996879e-05,1.054385187996879e-05,0.0,0.004997785791105207,0.00028468400075915733,0.0,0.00011598237067965669,0.0,0.0006748065203180026,7.380696315978154e-05,4.217540751987516e-05,0.0,7.380696315978154e-05,3.163155563990637e-05,6.326311127981274e-05,0.0,0.0011281921511566606,1.054385187996879e-05,3.163155563990637e-05,1.054385187996879e-05,4.217540751987516e-05,0.0,0.0005166487421184707,2.108770375993758e-05,0.0006326311127981274,0.0,4.217540751987516e-05,0.0012863499293561925,6.326311127981274e-05,3.163155563990637e-05,1.054385187996879e-05,0.0,1.054385187996879e-05,1.054385187996879e-05,1.054385187996879e-05,4.217540751987516e-05,1.054385187996879e-05,2.108770375993758e-05,0.0,2.108770375993758e-05,1.054385187996879e-05,0.00028468400075915733,7.380696315978154e-05,3.163155563990637e-05,0.00015815777819953186,0.0,0.0001054385187996879,1.054385187996879e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.48946669197191e-05
bruyere_caracteres - la,0.0,7.493667850666187e-06,2.248100355199856e-05,7.493667850666187e-06,8.243034635732805e-05,0.0005095694138453008,0.000239797371221318,7.493667850666187e-06,2.997467140266475e-05,0.0,3.7468339253330934e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.248100355199856e-05,0.0,5.99493428053295e-05,2.997467140266475e-05,2.248100355199856e-05,2.997467140266475e-05,0.0,0.0,0.0,0.0,0.0,8.243034635732805e-05,0.0,7.493667850666187e-06,0.0,2.248100355199856e-05,0.0,7.493667850666187e-06,0.0,0.0,7.493667850666187e-06,0.0004721010745919698,0.0,0.005095694138453007,7.493667850666187e-06,0.0,0.0,0.0,0.0,0.00018734169626665468,0.0,2.248100355199856e-05,0.0001273923534613252,5.99493428053295e-05,0.0,0.0,0.0,1.4987335701332374e-05,1.4987335701332374e-05,1.4987335701332374e-05,7.493667850666187e-06,2.248100355199856e-05,0.0,0.0,7.493667850666187e-06,5.99493428053295e-05,2.248100355199856e-05,7.493667850666187e-06,0.0,0.0,0.0,0.0,2.997467140266475e-05,9.741768205866044e-05,0.0,2.248100355199856e-05,8.992401420799424e-05,2.248100355199856e-05,0.0,0.00015736702486398994,0.0,0.0,0.0,7.493667850666187e-06,4.496200710399712e-05,0.0001273923534613252,1.4987335701332374e-05,0.0,0.0,0.0,0.0,0.0,2.248100355199856e-05,0.00010491134990932662,7.493667850666187e-06,0.0,6.744301065599568e-05,0.0002547847069226504,1.4987335701332374e-05,6.744301065599568e-05,0.0,0.0008992401420799425,2.248100355199856e-05,0.0,0.0002547847069226504,2.248100355199856e-05,6.744301065599568e-05,0.0006894174422612892,0.0,0.0,0.000119898685610659,0.0,0.0,0.0,0.0001273923534613252,7.493667850666187e-06,1.4987335701332374e-05,0.0,8.992401420799424e-05,0.0,7.493667850666187e-06,2.997467140266475e-05,0.0,0.0,0.00010491134990932662,0.00041215173178664027,4.496200710399712e-05,5.245567495466331e-05,7.493667850666187e-06,3.7468339253330934e-05,7.493667850666187e-06,5.99493428053295e-05,0.0,9.741768205866044e-05,7.493667850666187e-06,0.0,0.0,7.493667850666187e-05,8.992401420799424e-05,0.0,5.245567495466331e-05,7.493667850666187e-06,7.493667850666187e-06,0.0,0.000839290799274613,0.0,0.0,0.0,0.0,2.997467140266475e-05,0.0,0.0,0.0
flatland - abbot,0.0,0.0,0.0,0.0,0.00012400409213504047,0.0,0.0004960163685401619,0.0,0.0,0.0,3.100102303376012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.200204606752023e-05,0.00012400409213504047,0.0,0.0,3.100102303376012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010540347831478438,0.0,0.010323340670242117,0.0,0.0,0.00018600613820256068,0.0,0.0,0.0002170071612363208,0.0,0.0,9.300306910128034e-05,0.00012400409213504047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.100102303376012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00024800818427008094,0.0,0.0,0.00018600613820256068,0.0007440245528102427,0.0,3.100102303376012e-05,0.00018600613820256068,0.0,0.00024800818427008094,0.0,0.0,0.00012400409213504047,6.200204606752023e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0006820225067427226,0.0,0.0,0.0,6.200204606752023e-05,0.00018600613820256068,0.0002170071612363208,0.0,0.0,0.0015190501286542455,0.0,0.0,9.300306910128034e-05,0.0,0.0,6.200204606752023e-05,0.0,0.0,0.0,0.0,0.0004960163685401619,0.0,6.200204606752023e-05,0.0,3.100102303376012e-05,0.0,0.0,0.0,3.100102303376012e-05,3.100102303376012e-05,9.300306910128034e-05,0.0,0.0,0.0004340143224726416,0.0,0.00012400409213504047,0.0,0.0,0.0,3.100102303376012e-05,6.200204606752023e-05,0.0,3.100102303376012e-05,0.0,0.0,0.0,0.0,6.200204606752023e-05,0.0,0.0,0.0,0.0,6.200204606752023e-05,0.0,0.0,3.100102303376012e-05,0.0,0.0,0.0,0.0,6.200204606752023e-05
meditations_poetiques - lamartines,0.0,3.884249368809478e-05,0.0001942124684404739,5.178999158412637e-05,0.002874344532919013,3.884249368809478e-05,0.0004402149284650741,0.0,5.178999158412637e-05,0.0,0.0,0.0,0.0,0.0,1.2947497896031592e-05,1.2947497896031592e-05,0.0,7.768498737618955e-05,0.0,0.0001424224768563475,0.0,2.5894995792063184e-05,0.0,0.0,0.0,0.0,0.0,2.5894995792063184e-05,9.063248527222114e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010357998316825274,0.0,0.00020715996633650547,0.0,0.0018126497054444229,0.0,0.0,0.00011652748106428433,0.0,0.0,0.0,1.2947497896031592e-05,5.178999158412637e-05,0.00041431993267301094,1.2947497896031592e-05,0.0,0.0,5.178999158412637e-05,3.884249368809478e-05,5.178999158412637e-05,1.2947497896031592e-05,3.884249368809478e-05,0.0,0.0,0.0,1.2947497896031592e-05,0.0,0.00012947497896031592,1.2947497896031592e-05,2.5894995792063184e-05,0.0,0.0,0.0,6.473748948015796e-05,7.768498737618955e-05,0.0,0.0,0.0007639023758658639,0.0,0.0,2.5894995792063184e-05,0.0,5.178999158412637e-05,0.0,0.0,0.00010357998316825274,0.0,1.2947497896031592e-05,0.0,0.0,0.0,1.2947497896031592e-05,0.0,0.0,0.00023305496212856866,0.0001424224768563475,0.0,0.0,0.0004402149284650741,7.768498737618955e-05,5.178999158412637e-05,2.5894995792063184e-05,0.0010616948274745905,0.0001553699747523791,0.0,3.884249368809478e-05,0.00020715996633650547,0.00011652748106428433,0.00040137243477697933,0.0,0.0,0.00025894995792063183,0.0,1.2947497896031592e-05,0.0,0.0001424224768563475,0.0,0.0,0.0,0.0010357998316825273,0.0,0.001618437237003949,2.5894995792063184e-05,5.178999158412637e-05,0.0,0.0,0.00025894995792063183,1.2947497896031592e-05,2.5894995792063184e-05,0.0,0.0,0.0,0.0001553699747523791,9.063248527222114e-05,6.473748948015796e-05,0.000504952417945232,0.0,0.0,0.00025894995792063183,0.0,1.2947497896031592e-05,2.5894995792063184e-05,1.2947497896031592e-05,0.0,0.0,0.00025894995792063183,0.0,0.0,0.0,0.0,2.5894995792063184e-05,0.0,0.0,5.178999158412637e-05
